abgl_780_1336;4.114;2120000081
abgl_780_1337;2.785;2120000082
abgl_780_1339;4.117;2120000083
abgl_780_5529;1.92;2120000084
abgl_780_6002;1.453;2120000085
abgl_894_1310;3.699;2120000086
abgl_894_1311;8.384;2120000087
abgl_894_1432;2.48;2120000088
abgl_894_1744;4.126;2120000089
abgl_894_1771;1.476;2120000090
abgl_894_1814;4.457;2120000091
abgl_894_1893;7.272;2120000092
abgl_894_253;8.616;2120000093
abgl_894_2591;7.69;2120000094
abgl_894_2820;1.92;2120000095
abgl_894_2936;4.944;2120000096
abgl_894_303;5.095;2120000097
abgl_894_304;1.972;2120000098
abgl_894_338;1.029;2120000099
abgl_894_3742;9.905;2120000100
abgl_894_4156;1.116;2120000101
abgl_894_437;8.912;2120000102
abgl_894_462;8.027;2120000103
abgl_894_463;0.556;2120000104
abgl_894_503;1.041;2120000105
abgl_894_526;5.388;2120000106
abgl_894_6349;7.821;2120000107
abgl_894_644;0.826;2120000108
abgl_894_6702;0.82;2120000109
abgl_894_6703;8.393;2120000110
abgl_894_674;1.464;2120000111
abgl_894_732;0.681;2120000112
abgl_894_747;6.213;2120000113
abgl_894_759;10.625;2120000114
abgl_894_779;9.33;2120000115
abgl_894_841;3.029;2120000116
adam_1387_110;1.406;2120000117
adam_1387_4143;2.326;2120000118
adam_1387_8435;2.123;2120000119
adam_1387_8436;2.361;2120000120
adam_1448_110;0.518;2120000121
adam_1448_5057;1.978;2120000122
adam_1448_5058;5.917;2120000123
adam_1448_7861;0.518;2120000124
adam_1603_71;3.072;2120000125
adam_1603_777;2.004;2120000126
adam_895_1159;7.008;2120000127
adam_895_1555;6.401;2120000128
adam_895_1820;3.786;2120000129
adam_895_1821;4.695;2120000130
adam_895_2702;13.022;2120000131
adam_895_312;0.463;2120000132
adam_895_4460;4.251;2120000133
adam_895_5299;0.753;2120000134
adam_895_6706;5.38;2120000135
adam_895_6707;1.871;2120000136
adam_895_6708;4.747;2120000137
adam_895_6709;2.564;2120000138
adam_895_6710;2.35;2120000139
adam_895_8905;5.182;2120000140
adam_896_255;6.132;2120000141
adam_896_285;6.015;2120000142
adam_896_298;7.847;2120000143
adam_896_300;5.51;2120000144
adam_896_312;0.463;2120000145
adam_896_3744;5.049;2120000146
adam_896_3823;1.061;2120000147
adam_896_4105;3.397;2120000148
adam_896_4468;9.568;2120000149
adam_896_5149;2.28;2120000150
adam_896_632;1.197;2120000151
adam_896_6706;5.127;2120000152
adam_896_6709;2.605;2120000153
adam_896_6715;2.773;2120000154
adam_896_6716;0.463;2120000155
adam_896_6717;2.164;2120000156
adam_920_1746;3.241;2120000157
adam_920_38;10.401;2120000158
adam_920_79;7.522;2120000159
adam_921_1308;9.667;2120000160
adam_921_1959;3.241;2120000161
adam_921_634;7.522;2120000162
adda_1017_1557;0.875;2120000163
adda_1017_1559;1.058;2120000164
adda_1017_1567;2.181;2120000165
adda_1017_3336;10.21;2120000166
adda_1017_7400;1.723;2120000167
adda_1017_7401;1.183;2120000168
adda_1017_7402;10.81;2120000169
adda_1017_7403;9.02;2120000170
adda_1017_7404;8.181;2120000171
adda_1017_7405;3.194;2120000172
adda_1017_7406;0.991;2120000173
adda_1136_2056;2.895;2120000174
adda_1201_4109;2.036;2120000175
adda_1201_4174;3.563;2120000176
adda_1201_5396;1.142;2120000177
adda_1201_6985;6.558;2120000178
adda_1201_8008;5.545;2120000179
adda_1201_8009;5.502;2120000180
adda_1449_1024;1.592;2120000181
adda_1449_1286;0.977;2120000182
adda_1449_166;1.688;2120000183
adda_1449_6066;0.843;2120000184
adda_1449_8362;2.26;2120000185
adda_1449_8480;1.972;2120000186
adda_1599_8673;6.494;2120000187
adda_1599_8674;2.01;2120000188
adda_1599_8675;3.392;2120000189
adda_1599_8676;3.882;2120000190
adda_1599_8677;7.023;2120000191
adda_1599_8678;6.184;2120000192
adda_765_380;3.635;2120000193
adda_765_5919;5.626;2120000194
adda_765_5921;8.163;2120000195
adda_765_5922;2.741;2120000196
adda_765_5923;1.856;2120000197
adda_765_5925;4.172;2120000198
adda_765_5927;3.122;2120000199
adda_766_1282;6.015;2120000200
adda_766_1290;3.731;2120000201
adda_766_1853;7.278;2120000202
adda_766_20;1.519;2120000203
adda_766_2016;5.017;2120000204
adda_766_2155;5.447;2120000205
adda_766_26;6.851;2120000206
adda_766_531;2.913;2120000207
adda_766_577;5.104;2120000208
adda_766_5939;4.346;2120000209
adda_766_5940;1.694;2120000210
adda_766_5941;4.782;2120000211
adda_766_5942;3.438;2120000212
adda_766_5943;4.872;2120000213
adda_766_5944;2.036;2120000214
adda_766_5945;0.73;2120000215
adda_766_5946;0.747;2120000216
adda_766_5947;14.36;2120000217
adda_766_5948;6.091;2120000218
adda_766_5949;3.839;2120000219
adda_766_5950;1.961;2120000220
adda_766_5951;10.088;2120000221
adda_766_75;14.351;2120000222
adda_766_833;6.552;2120000223
adda_766_839;3.902;2120000224
adda_766_847;1.702;2120000225
adda_766_863;6.767;2120000226
adda_766_866;4.059;2120000227
adda_767_147;1.708;2120000228
adda_767_5949;1.984;2120000229
adda_767_5964;2.257;2120000230
adda_767_5965;8.427;2120000231
adda_767_5966;3.319;2120000232
adda_767_5967;4.77;2120000233
adda_768_5972;2.178;2120000234
adda_768_5973;12.735;2120000235
adda_768_5974;6.213;2120000236
adda_768_5975;4.968;2120000237
adda_768_5976;2.55;2120000238
adda_768_5977;7.766;2120000239
adda_768_5978;1.267;2120000240
adda_768_5979;2.666;2120000241
adda_768_5980;2.358;2120000242
adda_768_5981;5.74;2120000243
alch_1339_1272;4.901;2120000244
alch_1339_1281;0.823;2120000245
alch_1339_1286;2.294;2120000246
alch_1339_1288;2.152;2120000247
alch_1339_1291;2.024;2120000248
alch_1339_166;4.878;2120000249
alch_1339_168;3.865;2120000250
alch_1339_6053;1.792;2120000251
alch_1339_7860;1.415;2120000252
alch_1339_8387;1.74;2120000253
alch_622_1183;1.264;2120000254
alch_622_1184;5.005;2120000255
alch_622_5535;1.717;2120000256
alch_631_1003;4.643;2120000257
alch_631_1093;1.302;2120000258
alch_631_1400;4.544;2120000259
alch_631_1401;3.679;2120000260
alch_631_1511;3.879;2120000261
alch_631_1534;5.685;2120000262
alch_631_1665;3.38;2120000263
alch_631_2702;3.778;2120000264
alch_631_2768;1.508;2120000265
alch_631_2775;0.678;2120000266
alch_631_3135;3.22;2120000267
alch_631_4132;3.159;2120000268
alch_631_4136;6.372;2120000269
alch_631_4139;7.557;2120000270
alch_631_4154;17.599;2120000271
alch_631_4157;8.14;2120000272
alch_631_4181;5.635;2120000273
alch_631_4194;4.37;2120000274
alch_631_4197;3.203;2120000275
alch_631_501;1.586;2120000276
alch_631_5172;6.666;2120000277
alch_631_5573;0.893;2120000278
alch_631_5591;6.831;2120000279
alch_631_5592;11.002;2120000280
alch_631_5593;3.841;2120000281
alch_631_5594;6.161;2120000282
alch_631_5595;3.751;2120000283
alch_631_5596;9.002;2120000284
alch_631_5597;8.015;2120000285
alch_631_5598;12.221;2120000286
alch_631_5599;3.525;2120000287
alch_631_5600;7.348;2120000288
alch_631_5601;7.774;2120000289
alch_631_5602;4.852;2120000290
alch_631_90;6.053;2120000291
alna_1450_1281;1.096;2120000292
alna_1450_4143;1.856;2120000293
alna_1450_5058;0.924;2120000294
alna_1450_7861;0.814;2120000295
alna_1450_8435;1.569;2120000296
alna_1450_8436;1.778;2120000297
alna_1450_8481;1.31;2120000298
alna_1450_8482;0.454;2120000299
alna_1583_2910;4.564;2120000300
alna_1583_4176;0.837;2120000301
alna_1583_6000;3.319;2120000302
alna_1583_6511;3.804;2120000303
alna_1583_704;0.631;2120000304
alna_1583_747;2.971;2120000305
alna_1583_826;1.775;2120000306
alna_897_4964;2.799;2120000307
alna_897_5279;3.339;2120000308
alna_897_6707;0.836;2120000309
alna_897_6719;5.676;2120000310
alna_897_6720;8.233;2120000311
alna_897_6722;3.066;2120000312
alna_897_6723;6.239;2120000313
alna_897_6724;4.108;2120000314
alna_897_6725;1.284;2120000315
alna_897_6726;4.463;2120000316
alna_897_6727;4.361;2120000317
alna_897_6728;4.114;2120000318
alna_897_6729;3.203;2120000319
alna_897_8907;12.938;2120000320
alna_897_8908;4.129;2120000321
alna_897_8909;9.545;2120000322
alna_897_8934;9.345;2120000323
alna_897_8935;7.554;2120000324
alvn_1451_1048;3.096;2120000325
alvn_1451_1286;1.813;2120000326
alvn_1451_40;1.905;2120000327
alvn_1451_5895;1.415;2120000328
alvn_1451_6066;1.827;2120000329
alvn_1451_8480;1.046;2120000330
alvn_1583_2316;1.29;2120000331
alvn_1583_2933;1.749;2120000332
alvn_1583_703;2.146;2120000333
alvn_1583_731;1.351;2120000334
alvn_1583_7435;0.179;2120000335
alvn_1583_845;1.818;2120000336
alvn_1584_144;2.445;2120000337
alvn_1584_234;2.155;2120000338
alvn_1584_2721;5.296;2120000339
alvn_1584_576;3.008;2120000340
alvn_1584_644;2.474;2120000341
alvn_1584_724;4.799;2120000342
alvn_1584_730;2.258;2120000343
alvn_26_752;2.054;2120000344
alvn_2_38;7.435;2120000345
alvn_2_39;3.989;2120000346
alvn_2_56;7.644;2120000347
alvn_2_57;3.992;2120000348
alvn_2_62;14.679;2120000349
alvn_2_79;1.795;2120000350
alvn_2_83;1.081;2120000351
alvn_2_85;13.782;2120000352
alvn_43_813;7.104;2120000353
alvn_43_814;6.857;2120000354
alvn_43_815;2.892;2120000355
alvn_43_816;2.588;2120000356
alvn_43_817;1.058;2120000357
alvn_43_818;6.506;2120000358
alvn_43_819;1.728;2120000359
alvn_496_2807;2.222;2120000360
alvn_496_2814;1.508;2120000361
alvn_496_4105;1.699;2120000362
alvn_6_170;2.126;2120000363
alvn_6_171;1.444;2120000364
alvn_6_172;1.36;2120000365
alvn_6_173;2.921;2120000366
alvn_7_170;1.476;2120000367
alvn_7_174;2.338;2120000368
alvn_7_175;2.564;2120000369
alvn_7_176;1.801;2120000370
alvn_7_177;1.517;2120000371
alvn_7_178;1.961;2120000372
alvn_7_179;2.547;2120000373
alvn_7_180;3.406;2120000374
alvn_7_181;2.138;2120000375
alvn_7_182;3.194;2120000376
alvn_7_183;2.649;2120000377
alvn_7_184;1.563;2120000378
alvn_871_1872;1.374;2120000379
alvn_871_228;2.027;2120000380
alvn_871_2305;2.051;2120000381
alvn_871_248;1.888;2120000382
alvn_871_255;3.316;2120000383
alvn_871_2908;1.763;2120000384
alvn_871_318;2.268;2120000385
alvn_871_34;3.029;2120000386
alvn_871_392;2.884;2120000387
alvn_871_4164;1.728;2120000388
alvn_871_437;4.274;2120000389
alvn_871_617;1.476;2120000390
alvn_871_618;1.374;2120000391
alvn_871_6491;1.708;2120000392
alvn_871_6492;3.02;2120000393
alvn_871_6493;2.498;2120000394
alvn_871_699;1.136;2120000395
alvn_871_72;2.184;2120000396
alvn_871_729;1.276;2120000397
alvn_871_733;1.694;2120000398
alvn_871_776;1.281;2120000399
alvn_872_240;0.89;2120000400
alvn_872_246;2.727;2120000401
alvn_872_2811;1.162;2120000402
alvn_872_2829;2.457;2120000403
alvn_872_464;1.313;2120000404
alvn_873_753;9.542;2120000405
alvn_898_1127;2.352;2120000406
alvn_898_142;6.924;2120000407
alvn_898_1770;6.068;2120000408
alvn_898_211;2.762;2120000409
alvn_898_269;7.133;2120000410
alvn_898_2702;5.966;2120000411
alvn_898_2774;4.198;2120000412
alvn_898_2814;3.827;2120000413
alvn_898_290;7.342;2120000414
alvn_898_297;1.673;2120000415
alvn_898_3157;4.021;2120000416
alvn_898_34;9.699;2120000417
alvn_898_3522;9.022;2120000418
alvn_898_375;1.807;2120000419
alvn_898_4102;5.952;2120000420
alvn_898_4105;0.431;2120000421
alvn_898_4131;7.359;2120000422
alvn_898_460;4.651;2120000423
alvn_898_471;6.248;2120000424
alvn_898_479;1.316;2120000425
alvn_898_481;14.346;2120000426
alvn_898_522;4.959;2120000427
alvn_898_5253;3.878;2120000428
alvn_898_59;8.773;2120000429
alvn_898_623;4.106;2120000430
alvn_898_6437;2.991;2120000431
alvn_898_6739;4.799;2120000432
alvn_898_6740;6.097;2120000433
alvn_898_6741;5.925;2120000434
alvn_898_6742;1.319;2120000435
alvn_898_729;0.524;2120000436
alvn_898_73;2.93;2120000437
alvn_898_750;2.26;2120000438
alvn_898_759;1.813;2120000439
alvn_898_764;5.92;2120000440
alvn_898_856;2.01;2120000441
alvn_898_861;1.705;2120000442
alvn_898_862;2.73;2120000443
alvn_898_867;4.95;2120000444
alvn_898_8938;2.826;2120000445
alvn_898_8939;6.239;2120000446
alvn_899_248;2.634;2120000447
alvn_899_4105;0.431;2120000448
alvn_899_6508;5.049;2120000449
alvn_899_6745;7.65;2120000450
alvn_899_828;7.568;2120000451
alvn_8_170;1.816;2120000452
alvn_8_188;2.791;2120000453
alvn_8_189;8.091;2120000454
alvn_8_190;2.207;2120000455
alvn_8_191;2.39;2120000456
alvn_8_192;2.524;2120000457
alvn_8_193;1.006;2120000458
alvn_8_194;2.518;2120000459
alvn_8_195;2.245;2120000460
alvn_8_196;4.811;2120000461
alvn_8_197;2.056;2120000462
alvn_907_6852;2.564;2120000463
alvn_930_1283;8.755;2120000464
alvn_930_1285;1.45;2120000465
alvn_930_2016;2.347;2120000466
alvn_930_2047;1.104;2120000467
alvn_930_2940;6.599;2120000468
alvn_930_4105;3.926;2120000469
alvn_930_503;2.84;2120000470
alvn_930_745;6.253;2120000471
alvn_931_126;5.023;2120000472
alvn_931_1379;2.161;2120000473
alvn_931_1959;5.365;2120000474
alvn_931_2194;1.0;2120000475
alvn_931_4105;0.631;2120000476
alvn_931_5380;3.278;2120000477
alvn_932_211;8.61;2120000478
alvn_932_2818;2.48;2120000479
alvn_932_331;3.04;2120000480
alvn_932_758;2.283;2120000481
alvn_932_759;1.737;2120000482
alvn_932_779;5.101;2120000483
alvn_933_211;0.794;2120000484
alvn_933_779;2.065;2120000485
alvn_9_170;1.818;2120000486
alvn_9_190;3.206;2120000487
alvn_9_193;2.573;2120000488
alvn_9_194;4.776;2120000489
alvn_9_202;0.71;2120000490
antr_1012_7365;3.38;2120000491
antr_1432_110;1.035;2120000492
antr_1432_1281;0.846;2120000493
antr_1432_1284;1.357;2120000494
antr_1432_1289;2.225;2120000495
antr_1432_1290;0.718;2120000496
antr_1432_7866;0.968;2120000497
antr_1432_8340;1.119;2120000498
antr_1432_8341;1.241;2120000499
antr_1432_8342;1.482;2120000500
antr_1432_8344;1.49;2120000501
antr_1452_110;1.667;2120000502
antr_1452_1281;1.261;2120000503
antr_1452_1284;1.598;2120000504
antr_1452_1287;1.31;2120000505
antr_1452_1289;2.138;2120000506
antr_1452_7866;1.418;2120000507
antr_1452_8340;1.16;2120000508
antr_1452_8341;1.757;2120000509
antr_1452_8342;1.212;2120000510
antr_1452_8344;2.027;2120000511
antr_1496_1281;1.29;2120000512
antr_1496_1288;2.916;2120000513
antr_1496_1290;1.807;2120000514
antr_1496_1291;3.322;2120000515
antr_1496_7861;1.035;2120000516
antr_1496_7866;1.438;2120000517
antr_1496_8340;1.119;2120000518
antr_1496_8342;2.193;2120000519
antr_1496_8344;1.618;2120000520
antr_1496_8446;1.72;2120000521
antr_314_1060;3.055;2120000522
antr_314_1140;0.939;2120000523
antr_573_951;2.541;2120000524
antr_573_952;2.196;2120000525
antr_574_5453;0.951;2120000526
antr_574_951;2.077;2120000527
antr_574_952;2.367;2120000528
antr_575_951;1.534;2120000529
antr_575_952;1.017;2120000530
antr_576_951;1.453;2120000531
antr_576_952;1.305;2120000532
antr_577_951;1.711;2120000533
antr_577_952;1.972;2120000534
antr_578_951;0.544;2120000535
antr_578_952;1.174;2120000536
antr_579_951;1.627;2120000537
antr_579_952;0.672;2120000538
antr_665_1059;3.586;2120000539
antr_665_1060;2.062;2120000540
antr_665_1140;1.482;2120000541
antr_940_7102;2.164;2120000542
antr_940_951;2.561;2120000543
antr_940_952;2.814;2120000544
antr_941_7102;1.305;2120000545
antr_941_7105;2.103;2120000546
antr_941_951;0.855;2120000547
antr_941_952;1.334;2120000548
antr_942_951;2.776;2120000549
antr_942_952;5.153;2120000550
antr_963_1057;2.074;2120000551
antr_963_1060;3.699;2120000552
antr_963_1061;2.579;2120000553
antr_963_1064;5.281;2120000554
antr_963_228;1.691;2120000555
antr_963_332;1.993;2120000556
antr_963_4096;4.5;2120000557
antr_963_7242;4.387;2120000558
antr_963_7243;2.506;2120000559
antr_963_7244;6.332;2120000560
antr_963_7245;4.004;2120000561
antr_963_7252;8.996;2120000562
antr_963_7254;10.459;2120000563
antr_963_7255;8.3;2120000564
antr_963_7256;4.262;2120000565
antr_963_7257;4.895;2120000566
antr_963_7258;5.171;2120000567
antr_963_7265;2.024;2120000568
antr_963_7266;5.754;2120000569
antr_963_7267;3.171;2120000570
antr_963_999;4.982;2120000571
antv_1388_110;0.512;2120000572
antv_1388_1281;0.901;2120000573
antv_1388_1286;1.244;2120000574
antv_1388_1291;0.727;2120000575
antv_1388_168;0.977;2120000576
antv_1388_7866;0.951;2120000577
antv_1388_8340;1.084;2120000578
antv_1388_8341;1.476;2120000579
antv_1388_8342;1.176;2120000580
antv_1388_8344;0.855;2120000581
antv_1388_8437;1.409;2120000582
antv_1388_8438;0.524;2120000583
antv_1388_8439;1.197;2120000584
antv_1453_110;1.177;2120000585
antv_1453_1272;0.782;2120000586
antv_1453_1286;1.308;2120000587
antv_1453_168;0.82;2120000588
antv_1453_7861;1.685;2120000589
antv_1453_7866;1.386;2120000590
antv_1453_8340;1.084;2120000591
antv_1453_8341;1.403;2120000592
antv_1453_8342;1.717;2120000593
antv_1453_8344;1.688;2120000594
antv_315_1061;5.804;2120000595
antv_315_1140;0.945;2120000596
antv_675_1057;1.847;2120000597
antv_675_1058;1.595;2120000598
antv_675_1140;1.34;2120000599
antv_675_360;2.21;2120000600
antv_675_393;0.55;2120000601
antv_675_618;1.395;2120000602
antv_675_733;0.742;2120000603
antv_675_776;1.012;2120000604
antv_697_1064;2.887;2120000605
antv_697_1140;0.965;2120000606
antv_697_393;0.811;2120000607
antv_697_618;1.395;2120000608
antv_697_733;0.701;2120000609
antv_697_776;1.012;2120000610
antv_697_999;3.569;2120000611
antv_81_1096;1.287;2120000612
antv_81_1097;0.527;2120000613
antv_81_1098;6.088;2120000614
antv_81_1099;0.814;2120000615
antv_81_1100;4.071;2120000616
antv_81_1101;0.916;2120000617
antv_81_1102;2.062;2120000618
antv_81_1103;4.088;2120000619
antv_81_1104;1.488;2120000620
antv_82_1060;0.852;2120000621
antv_82_1061;1.258;2120000622
antv_82_1062;1.325;2120000623
antv_82_1064;1.508;2120000624
antv_82_999;1.969;2120000625
azar_1020_2342;7.832;2120000626
azar_1020_615;5.017;2120000627
azar_1020_621;4.349;2120000628
azar_1021_1959;5.731;2120000629
azar_1021_5380;5.153;2120000630
azar_1022_100;4.303;2120000631
azar_1022_830;11.719;2120000632
azar_1022_833;7.284;2120000633
azar_1023_1706;10.697;2120000634
azar_1023_3563;6.108;2120000635
azar_1023_3747;4.393;2120000636
azar_1023_3749;4.149;2120000637
azar_1023_6992;16.351;2120000638
azar_1024_4132;9.977;2120000639
azar_1025_4469;5.081;2120000640
azar_1025_481;5.104;2120000641
azar_1360_1276;2.175;2120000642
azar_1360_1282;2.947;2120000643
azar_1360_1286;1.781;2120000644
azar_1360_1287;0.782;2120000645
azar_1360_1288;2.982;2120000646
azar_1360_1289;1.908;2120000647
azar_1360_166;1.177;2120000648
azar_1360_168;2.236;2120000649
azar_1360_7860;2.103;2120000650
azar_1587_8639;9.617;2120000651
azar_1588_8640;4.355;2120000652
azar_1588_8645;7.217;2120000653
azar_1617_3821;2.155;2120000654
azar_1622_7158;2.175;2120000655
azar_1622_8749;1.897;2120000656
azar_1625_166;4.953;2120000657
azar_1625_4288;5.682;2120000658
azar_1625_8761;6.114;2120000659
azar_1625_8764;7.609;2120000660
azar_1642_8845;3.972;2120000661
azar_1642_8846;3.564;2120000662
azar_1645_8923;3.818;2120000663
azar_1646_8923;4.616;2120000664
azar_1647_8923;4.884;2120000665
azar_806_2026;1.807;2120000666
azar_806_6106;4.915;2120000667
azar_806_6107;4.834;2120000668
azar_806_6108;7.557;2120000669
azar_806_6109;4.915;2120000670
azar_806_6110;2.547;2120000671
azar_806_6111;4.915;2120000672
azar_806_6112;10.979;2120000673
azar_806_6113;7.081;2120000674
azar_806_6114;4.317;2120000675
azar_806_6115;6.137;2120000676
azar_806_6116;8.88;2120000677
azar_806_6117;15.277;2120000678
azar_806_6118;5.818;2120000679
azar_806_6119;6.936;2120000680
azar_806_6120;7.081;2120000681
azar_806_6121;15.277;2120000682
azar_806_6122;5.447;2120000683
azar_806_6123;7.139;2120000684
azar_806_6124;4.317;2120000685
azar_806_6125;9.513;2120000686
azar_806_6126;3.728;2120000687
azar_806_6127;6.265;2120000688
azar_806_6128;7.081;2120000689
azar_806_6129;17.701;2120000690
azar_806_6130;19.724;2120000691
azar_806_6131;3.519;2120000692
azar_806_6132;7.557;2120000693
azar_806_6133;4.317;2120000694
azar_806_6134;9.87;2120000695
azar_806_6135;6.137;2120000696
azar_806_6136;10.979;2120000697
azar_806_6137;9.513;2120000698
azar_806_6138;3.667;2120000699
azar_806_6139;7.176;2120000700
azar_806_6140;9.87;2120000701
azar_806_6141;6.936;2120000702
azar_806_6142;7.081;2120000703
azar_806_6143;15.277;2120000704
azar_806_6144;4.915;2120000705
azar_806_6145;4.834;2120000706
azar_806_6146;4.317;2120000707
azar_806_6147;3.691;2120000708
azar_806_6148;6.703;2120000709
azar_806_6149;1.908;2120000710
azar_807_6183;6.61;2120000711
azar_808_6183;8.253;2120000712
bard_1101_1062;3.023;2120000713
bard_1101_1064;3.772;2120000714
bard_1101_1749;3.235;2120000715
bard_1101_2182;2.936;2120000716
bard_1101_2193;3.319;2120000717
bard_1101_5506;3.055;2120000718
bard_1101_5508;3.081;2120000719
bard_1101_6074;3.36;2120000720
bard_1101_7432;3.119;2120000721
bard_1101_7706;3.769;2120000722
bard_1101_7707;3.943;2120000723
bard_1101_999;2.614;2120000724
bard_1102_1062;2.579;2120000725
bard_1112_7712;4.213;2120000726
bard_1112_7714;0.428;2120000727
bard_1112_7716;0.927;2120000728
bard_122_1194;6.097;2120000729
bard_122_1195;4.465;2120000730
bard_122_1196;3.421;2120000731
bard_122_1197;5.02;2120000732
bard_122_1198;5.47;2120000733
bard_122_1199;2.228;2120000734
bard_122_1200;17.08;2120000735
bard_122_1201;7.226;2120000736
bard_122_1202;15.379;2120000737
bard_122_1203;10.198;2120000738
bard_122_216;1.697;2120000739
bard_122_53;1.981;2120000740
bard_123_1200;31.607;2120000741
bard_123_1202;17.675;2120000742
bard_123_1203;12.076;2120000743
bard_133_110;1.392;2120000744
bard_133_1129;0.698;2120000745
bard_133_1272;2.28;2120000746
bard_133_1273;0.387;2120000747
bard_133_1274;2.35;2120000748
bard_133_1275;2.042;2120000749
bard_133_1276;0.895;2120000750
bard_133_1277;0.318;2120000751
bard_133_1278;2.239;2120000752
bard_133_1279;0.774;2120000753
bard_133_1280;0.64;2120000754
bard_133_1281;4.483;2120000755
bard_133_1282;0.924;2120000756
bard_133_1283;0.663;2120000757
bard_133_1284;2.379;2120000758
bard_133_1285;3.107;2120000759
bard_133_1286;3.717;2120000760
bard_133_1287;1.978;2120000761
bard_133_1288;0.771;2120000762
bard_133_1289;0.652;2120000763
bard_133_1290;1.052;2120000764
bard_133_1291;1.171;2120000765
bard_133_166;2.498;2120000766
bard_133_168;1.499;2120000767
bard_1391_110;1.609;2120000768
bard_1391_1281;0.747;2120000769
bard_1391_1285;0.425;2120000770
bard_1391_1286;3.841;2120000771
bard_1391_1288;1.252;2120000772
bard_1391_1291;1.929;2120000773
bard_1391_40;2.254;2120000774
bard_1391_8340;0.881;2120000775
bard_1391_8341;1.009;2120000776
bard_1391_8342;1.075;2120000777
bard_1391_8344;1.157;2120000778
bard_1431_110;1.18;2120000779
bard_1431_1288;1.583;2120000780
bard_1431_1290;0.463;2120000781
bard_1431_168;2.312;2120000782
bard_1431_7861;0.538;2120000783
bard_1431_7866;1.978;2120000784
bard_1431_8340;1.006;2120000785
bard_1431_8341;1.682;2120000786
bard_1431_8342;0.881;2120000787
bard_1431_8344;1.731;2120000788
bard_1456_110;1.609;2120000789
bard_1456_1272;3.238;2120000790
bard_1456_1281;1.154;2120000791
bard_1456_1289;2.08;2120000792
bard_1456_1291;1.476;2120000793
bard_1456_7866;2.312;2120000794
bard_1456_8340;1.223;2120000795
bard_1456_8341;1.18;2120000796
bard_1456_8342;1.604;2120000797
bard_1456_8344;1.496;2120000798
bard_1634_8784;0.553;2120000799
bard_1636_8784;1.313;2120000800
bard_48_19;4.204;2120000801
bard_531_5409;2.318;2120000802
bard_531_5410;3.217;2120000803
bard_619_1057;3.223;2120000804
bard_619_1058;1.943;2120000805
bard_619_1059;3.641;2120000806
bard_619_1060;1.949;2120000807
bard_619_1061;2.445;2120000808
